TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
77,2,TCGA-JL-A3YW-01,[0.73312956 0.93462855 0.        ],[1.9385072 0.        1.       ],[-1.0680254  1.         0.       ],[1.1759638 0.2584878 0.       ],[-0.5508338   0.98954904  0.        ],[-0.68949115  1.          0.        ],[-0.9188012  1.         0.       ],[1.4696513  0.07088121 0.        ],[1.8727663 0.        1.       ],[-0.6737728  1.         0.       ],[1.3281761  0.15866345 0.        ],[-0.7096331  1.         0.       ],[1.234902   0.21783967 0.        ],[-1.5116837   0.24255332  0.        ],[-0.95910007  1.          0.        ],[-0.59495324  1.          0.        ],[0.7484426 1.        0.       ],[-0.57708716  1.          0.        ],[-1.6657875   0.13863572  0.        ],[-1.1105288  1.         0.       ],[-1.0012996  1.         0.       ],[0.75969046 1.         0.        ]
77,3,TCGA-C8-A8HR-01,[0.6092294 1.        0.       ],[2.177552 0.       1.      ],[-0.69666547  1.          0.        ],[-0.7729383  1.         0.       ],[-0.6003432  0.9605111  0.       ],[-1.323074   0.9947231  0.       ],[-0.7392943  1.         0.       ],[1.6471616  0.01220418 1.        ],[1.7639565  0.00309612 1.        ],[-0.6007275  1.         0.       ],[1.0567772 0.8703063 0.       ],[0.8995865 0.9447826 0.       ],[0.8238728 1.        0.       ],[-0.90781814  1.          0.        ],[1.0497882  0.76980907 0.        ],[0.5809577 0.9876198 0.       ],[0.9416384 1.        0.       ],[-0.8286418  1.         0.       ],[1.2821271  0.32474813 0.        ],[1.0918102  0.87780476 0.        ],[0.90443873 1.         0.        ],[0.81794304 0.94769645 0.        ]
78,2,TCGA-A2-A0YD-01,[0.8028714  0.95243734 0.        ],[1.61344   0.0483777 1.       ],[-0.72234106  1.          0.        ],[0.4809756 0.9989349 0.       ],[0.8256315 1.        0.       ],[-0.38647383  0.9997944   0.        ],[-0.80450237  1.          0.        ],[1.4800056  0.09669572 0.        ],[1.3852171  0.14908123 0.        ],[-1.4558041  0.6688949  0.       ],[0.9501132 0.9407874 0.       ],[-0.7094825  1.         0.       ],[-0.57395047  1.          0.        ],[-1.3035656  0.8076497  0.       ],[1.0580003 0.8404274 0.       ],[0.9200463  0.91313493 0.        ],[0.9526222 1.        0.       ],[-0.70755553  1.          0.        ],[-1.1356286  0.6712429  0.       ],[-1.2409288  0.714181   0.       ],[-1.2331003  0.5536767  0.       ],[-0.68782854  1.          0.        ]
78,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
79,2,TCGA-A2-A25A-01,[-0.89192206  0.7926269   0.        ],[2.1902866 0.        1.       ],[-1.0499675  0.5160817  0.       ],[0.6479808 0.9753402 0.       ],[0.79876894 0.9239198  0.        ],[-0.72777647  1.          0.        ],[0.8285183 1.        0.       ],[1.5790447  0.02733208 1.        ],[1.6620406  0.01595978 1.        ],[-1.6011798   0.16009052  0.        ],[0.82832205 0.95405984 0.        ],[1.0274713 0.6707199 0.       ],[-0.35350543  1.          0.        ],[-1.1775374   0.37138745  0.        ],[1.1658095 0.6228584 0.       ],[1.0330216  0.74630684 0.        ],[1.1177918  0.67010987 0.        ],[-1.6442738   0.24697343  0.        ],[1.062914   0.75687516 0.        ],[-1.4264069   0.21943837  0.        ],[-1.3399847   0.23273097  0.        ],[1.0108042  0.64386475 0.        ]
79,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
80,2,TCGA-AC-A23G-01,[0.7025651 1.        0.       ],[1.6376141  0.02953996 1.        ],[1.2816303  0.24698459 0.        ],[0.70934504 1.         0.        ],[0.42834935 0.9996051  0.        ],[-0.38844132  0.99834204  0.        ],[0.84482706 1.         0.        ],[1.4958795  0.09211121 0.        ],[1.3453554  0.21647173 0.        ],[-1.4911917   0.14321902  0.        ],[1.6815544  0.03816703 1.        ],[-1.175082   0.4812639  0.       ],[-0.98159087  0.7353667   0.        ],[-1.0556723  0.6707976  0.       ],[-0.8423061  0.8733017  0.       ],[0.7795789 1.        0.       ],[0.8069386 1.        0.       ],[-1.4321994   0.12518235  0.        ],[-1.6891989   0.01489662 -1.        ],[-1.2363482   0.42037946  0.        ],[-1.4747463   0.11093184  0.        ],[-0.6703035  0.9709024  0.       ]
80,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
81,2,TCGA-AC-A2FB-01,[-0.6875665  0.9335622  0.       ],[2.0055473 0.        1.       ],[-0.8637887   0.84044904  0.        ],[0.76495206 1.         0.        ],[0.71145105 1.         0.        ],[0.9845359  0.84522593 0.        ],[-0.76329476  0.9443083   0.        ],[1.7371385  0.00296414 1.        ],[1.6602192  0.00806956 1.        ],[-1.0785332   0.52433974  0.        ],[-0.8932633  0.8793779  0.       ],[1.1269792  0.55752456 0.        ],[0.6588471 1.        0.       ],[-1.3785625   0.89714235  0.        ],[-1.0818149  0.6199899  0.       ],[1.0992534  0.55391306 0.        ],[1.3635596  0.12978217 0.        ],[0.3247778 1.        0.       ],[-1.2909905   0.32676762  0.        ],[-1.3171033   0.39151144  0.        ],[-1.3743751   0.45732585  0.        ],[0.85949814 1.         0.        ]
81,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
82,2,TCGA-AC-A2FF-01,[-0.667962  1.        0.      ],[2.2134821 0.        1.       ],[-1.4737114   0.42721772  0.        ],[-0.43441874  0.9997406   0.        ],[0.52814287 1.         0.        ],[-1.3137532  0.518505   0.       ],[-0.7101829  1.         0.       ],[1.5492221  0.02969741 1.        ],[1.7272166  0.00485758 1.        ],[-1.8972435   0.03567229 -1.        ],[-1.051038   0.7127504  0.       ],[1.1729474  0.37428597 0.        ],[0.2960302 1.        0.       ],[-1.2913834  0.4288095  0.       ],[-1.1139253  0.6793469  0.       ],[1.1800141  0.44761872 0.        ],[0.7206319 1.        0.       ],[-0.81274503  0.9717527   0.        ],[1.0986791  0.47051084 0.        ],[-0.9920429  0.6534128  0.       ],[-1.0365393   0.64570755  0.        ],[0.96037954 0.77744246 0.        ]
82,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
83,2,TCGA-AC-A2FO-01,[0.6791972 1.        0.       ],[2.067741 0.       1.      ],[-1.1584166  0.7113069  0.       ],[-0.78097874  0.95019746  0.        ],[0.41545567 0.999875   0.        ],[0.45910987 1.         0.        ],[-0.84482324  1.          0.        ],[1.4411482  0.15267573 0.        ],[1.4322088  0.10955409 0.        ],[-0.79168135  1.          0.        ],[0.7166124 1.        0.       ],[1.0927973  0.78767836 0.        ],[-0.34762773  1.          0.        ],[-1.2630938  0.9272839  0.       ],[-0.9758564  0.8626987  0.       ],[0.61440885 1.         0.        ],[-1.4031819   0.98608094  0.        ],[-0.44198567  1.          0.        ],[0.914301 1.       0.      ],[-1.1521211  0.5815134  0.       ],[-1.1977324   0.80662996  0.        ],[1.0318376 0.8656505 0.       ]
83,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
84,2,TCGA-AC-A3OD-01,[-0.65773803  1.          0.        ],[1.9728903 0.        1.       ],[-1.1118222   0.49834335  0.        ],[0.52062124 0.99785364 0.        ],[0.62795556 1.         0.        ],[-1.3090478   0.25617555  0.        ],[-1.3600252  0.2564371  0.       ],[1.8470063e+00 7.7499990e-04 1.0000000e+00],[1.7620506e+00 1.3987180e-03 1.0000000e+00],[-0.4797998  0.9995278  0.       ],[-1.0437981  0.5663818  0.       ],[1.0135583 0.875283  0.       ],[0.5478756 1.        0.       ],[-1.7541492   0.11275842  0.        ],[1.0260777  0.98698205 0.        ],[0.91194594 0.97996956 0.        ],[0.8164929 1.        0.       ],[-0.80859095  1.          0.        ],[1.0601897 1.        0.       ],[-1.6291908   0.11507265  0.        ],[-0.85572976  1.          0.        ],[0.9980307 0.8039392 0.       ]
84,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
85,2,TCGA-E2-A15M-01,[-0.6626785  1.         0.       ],[2.4694605 0.        1.       ],[-1.510706    0.43406677  0.        ],[0.6287921 1.        0.       ],[0.60719043 1.         0.        ],[-0.6963452  1.         0.       ],[-1.0999501   0.46402973  0.        ],[1.9095249 0.        1.       ],[2.0149388 0.        1.       ],[-0.6087419   0.98176885  0.        ],[-1.1888195   0.37506363  0.        ],[1.2614131  0.26195386 0.        ],[0.5308046 0.998339  0.       ],[-1.5021186  0.2304912  0.       ],[-1.2614815  0.3233683  0.       ],[0.9313724 0.8409262 0.       ],[1.2560086  0.21734646 0.        ],[-0.8110612  1.         0.       ],[1.1330662  0.34362283 0.        ],[-1.3507508  0.25918    0.       ],[-1.3517271   0.34352332  0.        ],[1.2203532  0.22741452 0.        ]
85,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
86,1,TCGA-AN-A0FN-01,[0.46360528 0.99927026 0.        ],[1.9247077e+00 1.2000000e-03 1.0000000e+00],[-0.88429666  1.          0.        ],[0.80196923 1.         0.        ],[-0.3699093  0.9997425  0.       ],[-0.6079302  1.         0.       ],[-1.0246601  1.         0.       ],[1.0092758  0.58250767 0.        ],[1.385202   0.12550674 0.        ],[-0.6374101  1.         0.       ],[1.4858428  0.10702549 0.        ],[1.4239019  0.11884906 0.        ],[-0.38856924  1.          0.        ],[-0.844604  1.        0.      ],[1.274769  0.2309462 0.       ],[0.7863601 0.9525355 0.       ],[1.0129831 0.6452117 0.       ],[-0.89420176  1.          0.        ],[1.1447475  0.43494385 0.        ],[-0.9281704  1.         0.       ],[-1.050786  1.        0.      ],[1.0488437 0.6253587 0.       ]
86,2,TCGA-A2-A0EN-01,[0.5977526 0.9918635 0.       ],[1.9362843e+00 1.5000000e-03 1.0000000e+00],[-1.4128244  0.3666005  0.       ],[0.7277005 1.        0.       ],[-0.33482495  0.99983764  0.        ],[-0.80197567  1.          0.        ],[-1.1349176  0.8926254  0.       ],[1.3999116  0.14401495 0.        ],[1.4557015  0.12436505 0.        ],[-0.64017296  1.          0.        ],[1.0371826  0.90938646 0.        ],[1.2393119 0.3560029 0.       ],[0.7983523 1.        0.       ],[-0.9626274  0.990309   0.       ],[-0.9411837   0.87815154  0.        ],[0.70773554 1.         0.        ],[0.99451613 0.7910165  0.        ],[-0.36903208  1.          0.        ],[0.9722934 0.7693382 0.       ],[-1.568341    0.27047095  0.        ],[-1.0232714  1.         0.       ],[1.0038962 0.8792422 0.       ]
86,3,TCGA-D8-A27I-01,[-0.8681907  1.         0.       ],[2.0798728 0.        1.       ],[-1.6657822   0.39159697  0.        ],[0.6195872  0.98406947 0.        ],[-0.50329727  1.          0.        ],[-0.85740453  1.          0.        ],[-0.82769936  0.9651455   0.        ],[1.5688996  0.02972403 1.        ],[1.5396935  0.02729918 1.        ],[-1.3222618   0.45256904  0.        ],[1.1002989 0.5264975 0.       ],[1.0649363 0.5500569 0.       ],[-0.35002747  1.          0.        ],[-1.4070117   0.52830243  0.        ],[1.1005601 0.6307791 0.       ],[0.7364018 1.        0.       ],[0.9504016 0.6996591 0.       ],[-0.87342304  1.          0.        ],[0.98188734 0.6993341  0.        ],[-1.2726922   0.41293797  0.        ],[-0.74089307  1.          0.        ],[1.1601547  0.55082333 0.        ]
87,1,TCGA-E2-A1IH-01,[0.69579965 0.95009845 0.        ],[1.96561 0.      1.     ],[-1.5942956   0.21682812  0.        ],[0.8341918 1.        0.       ],[-0.41035888  0.99918664  0.        ],[-0.7771482  0.9435757  0.       ],[-1.2914077  0.4273361  0.       ],[1.4413147  0.06607498 0.        ],[1.8268749e+00 1.4285715e-03 1.0000000e+00],[-0.7808131  1.         0.       ],[-0.8340231  1.         0.       ],[0.98685426 0.9682968  0.        ],[0.7179026 1.        0.       ],[-1.5562853  0.1451095  0.       ],[-0.8729302  1.         0.       ],[0.81262153 1.         0.        ],[0.91395396 1.         0.        ],[-0.59926647  1.          0.        ],[1.7241889  0.00362831 1.        ],[-1.0927528  0.8087127  0.       ],[-1.3916874   0.32856995  0.        ],[-0.867155  1.        0.      ]
87,2,TCGA-A2-A0EN-01,[0.5977526 0.9918635 0.       ],[1.9362843e+00 1.5000000e-03 1.0000000e+00],[-1.4128244  0.3666005  0.       ],[0.7277005 1.        0.       ],[-0.33482495  0.99983764  0.        ],[-0.80197567  1.          0.        ],[-1.1349176  0.8926254  0.       ],[1.3999116  0.14401495 0.        ],[1.4557015  0.12436505 0.        ],[-0.64017296  1.          0.        ],[1.0371826  0.90938646 0.        ],[1.2393119 0.3560029 0.       ],[0.7983523 1.        0.       ],[-0.9626274  0.990309   0.       ],[-0.9411837   0.87815154  0.        ],[0.70773554 1.         0.        ],[0.99451613 0.7910165  0.        ],[-0.36903208  1.          0.        ],[0.9722934 0.7693382 0.       ],[-1.568341    0.27047095  0.        ],[-1.0232714  1.         0.       ],[1.0038962 0.8792422 0.       ]
