TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
61,2,TCGA-AC-A3W7-01,[-0.85918045  1.          0.        ],[2.1380084 0.        1.       ],[-0.706376  1.        0.      ],[-0.56040204  0.9905508   0.        ],[0.6504433 1.        0.       ],[-1.0953077   0.63240284  0.        ],[0.89696383 1.         0.        ],[1.7468821  0.00486052 1.        ],[1.6725279  0.01113085 1.        ],[-1.0961572  0.7865313  0.       ],[1.0675539 0.9080148 0.       ],[0.85704374 1.         0.        ],[0.4717665  0.99920845 0.        ],[-1.343653   0.5793607  0.       ],[1.0104256  0.96717405 0.        ],[0.661519 1.       0.      ],[-0.6077809  1.         0.       ],[-0.7484339  1.         0.       ],[-0.7947105  1.         0.       ],[-1.578275    0.41252863  0.        ],[-1.2860721  0.5024501  0.       ],[0.9436228 1.        0.       ]
61,3,TCGA-AR-A1AM-01,[-0.6288458  1.         0.       ],[1.0852798 0.5974733 0.       ],[-1.2972898  1.         0.       ],[-0.5414926  1.         0.       ],[-0.4529782  0.9985717  0.       ],[-1.1391808   0.90249455  0.        ],[-1.0012091  0.981073   0.       ],[1.3407335 0.4706719 0.       ],[1.281884   0.35551536 0.        ],[-0.9539692  0.9807328  0.       ],[0.9332528  0.95280313 0.        ],[-0.7390253  1.         0.       ],[0.4622209 0.9994817 0.       ],[-1.2003642  0.9546148  0.       ],[-0.86018914  1.          0.        ],[0.5339246 1.        0.       ],[-0.6733501  1.         0.       ],[-0.8236394  1.         0.       ],[1.1941538  0.42229128 0.        ],[-1.1275167  0.7546148  0.       ],[-1.2299942  1.         0.       ],[0.7874205 1.        0.       ]
62,2,TCGA-MS-A51U-01,[-0.60467947  1.          0.        ],[1.3777035  0.20177978 0.        ],[-0.6654806  1.         0.       ],[-0.5693158  1.         0.       ],[-0.42571312  0.9977142   0.        ],[-0.80785877  1.          0.        ],[-0.8846889  1.         0.       ],[1.3944987  0.35885012 0.        ],[1.0986645  0.57101387 0.        ],[-0.9072845  1.         0.       ],[-0.6544158  1.         0.       ],[0.8213972 1.        0.       ],[0.48046032 0.99882555 0.        ],[-0.83265495  1.          0.        ],[-0.9519618  1.         0.       ],[0.9105316 1.        0.       ],[-0.46219826  1.          0.        ],[0.5745922 1.        0.       ],[-1.6517437   0.17846692  0.        ],[1.2235209 0.3910495 0.       ],[-1.0666074  1.         0.       ],[-0.94270307  1.          0.        ]
62,3,TCGA-AR-A1AM-01,[-0.6288458  1.         0.       ],[1.0852798 0.5974733 0.       ],[-1.2972898  1.         0.       ],[-0.5414926  1.         0.       ],[-0.4529782  0.9985717  0.       ],[-1.1391808   0.90249455  0.        ],[-1.0012091  0.981073   0.       ],[1.3407335 0.4706719 0.       ],[1.281884   0.35551536 0.        ],[-0.9539692  0.9807328  0.       ],[0.9332528  0.95280313 0.        ],[-0.7390253  1.         0.       ],[0.4622209 0.9994817 0.       ],[-1.2003642  0.9546148  0.       ],[-0.86018914  1.          0.        ],[0.5339246 1.        0.       ],[-0.6733501  1.         0.       ],[-0.8236394  1.         0.       ],[1.1941538  0.42229128 0.        ],[-1.1275167  0.7546148  0.       ],[-1.2299942  1.         0.       ],[0.7874205 1.        0.       ]
63,1,TCGA-A7-A3J1-01,[-0.7519065  1.         0.       ],[1.8735373e+00 1.6071427e-03 1.0000000e+00],[-1.3415636   0.34612492  0.        ],[-0.7546914  1.         0.       ],[0.63541794 1.         0.        ],[-1.370203   0.4601723  0.       ],[-1.0555573   0.65781283  0.        ],[1.6718707  0.01208934 1.        ],[1.3433613  0.16034882 0.        ],[-0.56478965  1.          0.        ],[-0.92184     0.93961316  0.        ],[0.8232877 1.        0.       ],[-0.44292027  0.999675    0.        ],[-1.7635161   0.14206925  0.        ],[1.006753 1.       0.      ],[0.89820325 1.         0.        ],[0.7922591 1.        0.       ],[0.43853915 0.999672   0.        ],[1.4536761  0.08753113 0.        ],[-1.3130983   0.28771797  0.        ],[0.83746266 1.         0.        ],[0.8873266 1.        0.       ]
63,2,TCGA-A7-A13H-01,[-0.5800701  1.         0.       ],[1.545878   0.08992398 0.        ],[-1.6885943   0.24018945  0.        ],[-0.45440096  1.          0.        ],[-0.48999596  1.          0.        ],[-1.0616254   0.86238325  0.        ],[-1.3096402  0.4002087  0.       ],[1.5197896  0.05517811 0.        ],[1.2712797  0.28561318 0.        ],[-0.66497064  1.          0.        ],[-0.6845151  1.         0.       ],[0.8846767 1.        0.       ],[0.36980474 1.         0.        ],[-1.4274698   0.32533213  0.        ],[0.9693825  0.94507104 0.        ],[0.5399602 1.        0.       ],[0.7136766 1.        0.       ],[-0.43653005  0.9993141   0.        ],[-1.6614772   0.14233293  0.        ],[1.1844708 0.3705001 0.       ],[-1.0483431  0.7568583  0.       ],[-0.6694232  1.         0.       ]
63,3,TCGA-AR-A1AM-01,[-0.6288458  1.         0.       ],[1.0852798 0.5974733 0.       ],[-1.2972898  1.         0.       ],[-0.5414926  1.         0.       ],[-0.4529782  0.9985717  0.       ],[-1.1391808   0.90249455  0.        ],[-1.0012091  0.981073   0.       ],[1.3407335 0.4706719 0.       ],[1.281884   0.35551536 0.        ],[-0.9539692  0.9807328  0.       ],[0.9332528  0.95280313 0.        ],[-0.7390253  1.         0.       ],[0.4622209 0.9994817 0.       ],[-1.2003642  0.9546148  0.       ],[-0.86018914  1.          0.        ],[0.5339246 1.        0.       ],[-0.6733501  1.         0.       ],[-0.8236394  1.         0.       ],[1.1941538  0.42229128 0.        ],[-1.1275167  0.7546148  0.       ],[-1.2299942  1.         0.       ],[0.7874205 1.        0.       ]
64,1,TCGA-OL-A66J-01,[0.9590279 1.        0.       ],[1.955186   0.00527108 1.        ],[-1.3773453  1.         0.       ],[0.6366161  0.97639656 0.        ],[-0.47108215  1.          0.        ],[-0.7005022  1.         0.       ],[-1.1309493  1.         0.       ],[1.4653124  0.08853748 0.        ],[1.6157248  0.04536538 1.        ],[-0.51306957  1.          0.        ],[0.8118332 1.        0.       ],[0.683107 1.       0.      ],[0.7478527 1.        0.       ],[-1.0409709  1.         0.       ],[-0.98936254  1.          0.        ],[-0.38731346  1.          0.        ],[-0.3725755  0.9993284  0.       ],[-0.64354026  1.          0.        ],[-1.2754369  1.         0.       ],[-1.081156  1.        0.      ],[-0.9127989  1.         0.       ],[0.7666365 1.        0.       ]
64,2,TCGA-AR-A5QP-01,[0.7398918  0.99358886 0.        ],[2.3897157 0.        1.       ],[-1.3931519   0.96609086  0.        ],[0.7267697  0.92236435 0.        ],[-0.36210513  0.9997954   0.        ],[-1.1860939   0.47929174  0.        ],[-0.64344126  1.          0.        ],[1.9070474e+00 5.7142860e-04 1.0000000e+00],[1.9662049e+00 8.5714290e-04 1.0000000e+00],[-0.69814885  1.          0.        ],[0.91684145 1.         0.        ],[0.82272375 1.         0.        ],[0.84549046 1.         0.        ],[-1.3806593  0.5142965  0.       ],[-1.3166665   0.35111767  0.        ],[0.80856735 0.99282396 0.        ],[0.946325 1.       0.      ],[-0.57862973  1.          0.        ],[1.1215942  0.74546534 0.        ],[-1.3189659   0.46338046  0.        ],[-1.06512    0.6265673  0.       ],[1.0086159 1.        0.       ]
64,3,TCGA-AR-A1AM-01,[-0.6288458  1.         0.       ],[1.0852798 0.5974733 0.       ],[-1.2972898  1.         0.       ],[-0.5414926  1.         0.       ],[-0.4529782  0.9985717  0.       ],[-1.1391808   0.90249455  0.        ],[-1.0012091  0.981073   0.       ],[1.3407335 0.4706719 0.       ],[1.281884   0.35551536 0.        ],[-0.9539692  0.9807328  0.       ],[0.9332528  0.95280313 0.        ],[-0.7390253  1.         0.       ],[0.4622209 0.9994817 0.       ],[-1.2003642  0.9546148  0.       ],[-0.86018914  1.          0.        ],[0.5339246 1.        0.       ],[-0.6733501  1.         0.       ],[-0.8236394  1.         0.       ],[1.1941538  0.42229128 0.        ],[-1.1275167  0.7546148  0.       ],[-1.2299942  1.         0.       ],[0.7874205 1.        0.       ]
65,2,TCGA-A8-A0A7-01,[-0.69719946  1.          0.        ],[2.334474 0.       1.      ],[-0.9524665  1.         0.       ],[0.82263726 1.         0.        ],[0.5288837 0.9974214 0.       ],[-0.8466922  1.         0.       ],[-1.3435065   0.25762552  0.        ],[1.7325441  0.00320992 1.        ],[1.9045788 0.        1.       ],[-0.666608  1.        0.      ],[-0.745184  1.        0.      ],[1.1600665 0.2969401 0.       ],[1.261542   0.26609024 0.        ],[-1.3732363   0.43208045  0.        ],[-0.80224323  1.          0.        ],[0.6791747 1.        0.       ],[1.1830173  0.30216175 0.        ],[-0.41774958  0.99970406  0.        ],[1.242132   0.24421829 0.        ],[-1.3623562   0.30722556  0.        ],[-1.5514904   0.28068724  0.        ],[1.0063146 0.6041109 0.       ]
65,3,TCGA-AR-A2LH-01,[-0.78053814  1.          0.        ],[2.4117014 0.        1.       ],[0.9568829  0.75204325 0.        ],[0.884099  0.8615367 0.       ],[0.8065514  0.92778814 0.        ],[-0.5846635  1.         0.       ],[-0.7974047  1.         0.       ],[1.8154707  0.00216667 1.        ],[2.1414394 0.        1.       ],[-0.53237253  0.9869475   0.        ],[-0.81913036  1.          0.        ],[1.0304183  0.72909164 0.        ],[1.1191694  0.54163605 0.        ],[-1.4048704   0.45660713  0.        ],[-0.8871676  1.         0.       ],[0.639698   0.97623014 0.        ],[1.2150302  0.39678237 0.        ],[-0.6763793  1.         0.       ],[-0.96275777  1.          0.        ],[-0.91072565  1.          0.        ],[-1.5275297   0.42566928  0.        ],[1.0256484 0.6377856 0.       ]
66,2,TCGA-E2-A1B5-01,[0.4261634 1.        0.       ],[2.0800662 0.        1.       ],[-1.3299242  1.         0.       ],[-0.63725907  0.9347008   0.        ],[0.3608654 1.        0.       ],[-0.74729145  0.98687476  0.        ],[-1.2084283  0.8771907  0.       ],[1.1071289  0.54107827 0.        ],[1.7036155  0.00701786 1.        ],[-0.7657755  1.         0.       ],[-0.66839427  0.990602    0.        ],[1.1560885 0.5172769 0.       ],[1.2650598  0.37091386 0.        ],[-1.0020659  0.9407988  0.       ],[-0.97467446  0.873178    0.        ],[-1.0995774  1.         0.       ],[-1.0728178   0.90375656  0.        ],[0.68801004 1.         0.        ],[0.87280774 1.         0.        ],[-1.2473053  1.         0.       ],[-0.79329973  1.          0.        ],[0.9286446 1.        0.       ]
66,3,TCGA-AR-A2LH-01,[-0.78053814  1.          0.        ],[2.4117014 0.        1.       ],[0.9568829  0.75204325 0.        ],[0.884099  0.8615367 0.       ],[0.8065514  0.92778814 0.        ],[-0.5846635  1.         0.       ],[-0.7974047  1.         0.       ],[1.8154707  0.00216667 1.        ],[2.1414394 0.        1.       ],[-0.53237253  0.9869475   0.        ],[-0.81913036  1.          0.        ],[1.0304183  0.72909164 0.        ],[1.1191694  0.54163605 0.        ],[-1.4048704   0.45660713  0.        ],[-0.8871676  1.         0.       ],[0.639698   0.97623014 0.        ],[1.2150302  0.39678237 0.        ],[-0.6763793  1.         0.       ],[-0.96275777  1.          0.        ],[-0.91072565  1.          0.        ],[-1.5275297   0.42566928  0.        ],[1.0256484 0.6377856 0.       ]
67,2,TCGA-A7-A3IZ-01,[-0.7492566  1.         0.       ],[2.7219636 0.        1.       ],[-1.2978002  0.7118072  0.       ],[-0.40979326  0.99882555  0.        ],[0.76742274 1.         0.        ],[-0.64536405  0.9961972   0.        ],[-1.0396508  1.         0.       ],[2.3626254 0.        1.       ],[2.1809905 0.        1.       ],[-0.7798863  1.         0.       ],[-1.0228705  1.         0.       ],[-0.6532058  1.         0.       ],[0.3919114 0.9993007 0.       ],[-1.3842603   0.72735596  0.        ],[-0.92827153  1.          0.        ],[0.8931673  0.96730506 0.        ],[-0.7792559  1.         0.       ],[-0.8809487  1.         0.       ],[-1.114962   0.9274614  0.       ],[-1.2007029   0.94035155  0.        ],[-1.2005419   0.70543414  0.        ],[0.9749623 0.8661889 0.       ]
67,3,TCGA-AR-A2LK-01,[-0.7733721  1.         0.       ],[2.8495274 0.        1.       ],[-1.398182    0.40154868  0.        ],[-0.66629  1.       0.     ],[0.9653883 0.62495   0.       ],[-0.80504733  1.          0.        ],[-1.0651093   0.92961615  0.        ],[2.4848893 0.        1.       ],[2.2933283 0.        1.       ],[-1.2304035   0.60166526  0.        ],[-1.0150526  0.8498519  0.       ],[-0.8842677  1.         0.       ],[0.4831116 0.9996251 0.       ],[-1.7157303  0.0345423 -1.       ],[-1.142123   0.7794635  0.       ],[1.010338  0.6206076 0.       ],[-0.6063674  1.         0.       ],[-0.48881397  0.997233    0.        ],[1.1191481  0.43397042 0.        ],[-1.0643052   0.79926896  0.        ],[-1.3844802   0.29303592  0.        ],[-0.72034246  1.          0.        ]
68,2,TCGA-A8-A0AB-01,[-0.40900406  1.          0.        ],[nan  1. nan],[-1.157464    0.97038007  0.        ],[-0.37772545  0.9996296   0.        ],[0.8565119  0.74074066 0.        ],[-0.40449074  1.          0.        ],[-0.86311287  1.          0.        ],[2.5351045 0.        1.       ],[2.0483496 0.        1.       ],[-0.8507298  1.         0.       ],[-0.99083734  1.          0.        ],[-0.8481461  1.         0.       ],[-0.36152497  0.9441848   0.        ],[-1.4834915   0.14636618  0.        ],[-1.1680478  1.         0.       ],[1.4578356  0.04926515 1.        ],[-0.7848106  1.         0.       ],[-0.6536559  1.         0.       ],[-0.7425072  1.         0.       ],[-1.0171007  1.         0.       ],[-1.0859611  1.         0.       ],[-0.5278395  1.         0.       ]
68,3,TCGA-AR-A2LK-01,[-0.7733721  1.         0.       ],[2.8495274 0.        1.       ],[-1.398182    0.40154868  0.        ],[-0.66629  1.       0.     ],[0.9653883 0.62495   0.       ],[-0.80504733  1.          0.        ],[-1.0651093   0.92961615  0.        ],[2.4848893 0.        1.       ],[2.2933283 0.        1.       ],[-1.2304035   0.60166526  0.        ],[-1.0150526  0.8498519  0.       ],[-0.8842677  1.         0.       ],[0.4831116 0.9996251 0.       ],[-1.7157303  0.0345423 -1.       ],[-1.142123   0.7794635  0.       ],[1.010338  0.6206076 0.       ],[-0.6063674  1.         0.       ],[-0.48881397  0.997233    0.        ],[1.1191481  0.43397042 0.        ],[-1.0643052   0.79926896  0.        ],[-1.3844802   0.29303592  0.        ],[-0.72034246  1.          0.        ]
69,2,TCGA-AR-A24H-01,[-0.8328486  1.         0.       ],[3.0571318 0.        1.       ],[-1.6525642   0.04910045 -1.        ],[-0.37978572  0.9997591   0.        ],[-0.47083348  1.          0.        ],[-0.7193442  1.         0.       ],[-1.2326363  0.4104817  0.       ],[2.4883852 0.        1.       ],[2.4000587 0.        1.       ],[-1.2149612   0.38863608  0.        ],[-1.2602253   0.41304666  0.        ],[-1.0455716   0.72742003  0.        ],[0.9978874  0.44841453 0.        ],[-1.6069123   0.04923628 -1.        ],[-1.455658    0.16235554  0.        ],[1.136506   0.25876924 0.        ],[-0.49000412  1.          0.        ],[-0.5381258  1.         0.       ],[1.1459224  0.30757096 0.        ],[-1.0663967   0.74605405  0.        ],[-1.324808   0.3347373  0.       ],[-0.48955283  1.          0.        ]
69,3,TCGA-AR-A2LK-01,[-0.7733721  1.         0.       ],[2.8495274 0.        1.       ],[-1.398182    0.40154868  0.        ],[-0.66629  1.       0.     ],[0.9653883 0.62495   0.       ],[-0.80504733  1.          0.        ],[-1.0651093   0.92961615  0.        ],[2.4848893 0.        1.       ],[2.2933283 0.        1.       ],[-1.2304035   0.60166526  0.        ],[-1.0150526  0.8498519  0.       ],[-0.8842677  1.         0.       ],[0.4831116 0.9996251 0.       ],[-1.7157303  0.0345423 -1.       ],[-1.142123   0.7794635  0.       ],[1.010338  0.6206076 0.       ],[-0.6063674  1.         0.       ],[-0.48881397  0.997233    0.        ],[1.1191481  0.43397042 0.        ],[-1.0643052   0.79926896  0.        ],[-1.3844802   0.29303592  0.        ],[-0.72034246  1.          0.        ]
70,2,TCGA-AR-A2LL-01,[-0.8206884  1.         0.       ],[2.6508958 0.        1.       ],[-1.7206657   0.03124688 -1.        ],[-0.48628083  0.9953962   0.        ],[0.55235124 0.9957044  0.        ],[-0.8866914  1.         0.       ],[-1.2150054  0.4897411  0.       ],[2.177419 0.       1.      ],[2.1468384 0.        1.       ],[-1.477658    0.17478906  0.        ],[-0.9781193  1.         0.       ],[-0.9224587  1.         0.       ],[-0.5731827  1.         0.       ],[-1.7097235   0.01759343 -1.        ],[-1.4437908   0.17131239  0.        ],[0.74589044 1.         0.        ],[-0.55927444  1.          0.        ],[-0.876492    0.98467785  0.        ],[1.3014045 0.1107846 0.       ],[-1.0774462  0.82033    0.       ],[-1.3987463   0.18638648  0.        ],[-0.5850163  1.         0.       ]
70,3,TCGA-AR-A2LK-01,[-0.7733721  1.         0.       ],[2.8495274 0.        1.       ],[-1.398182    0.40154868  0.        ],[-0.66629  1.       0.     ],[0.9653883 0.62495   0.       ],[-0.80504733  1.          0.        ],[-1.0651093   0.92961615  0.        ],[2.4848893 0.        1.       ],[2.2933283 0.        1.       ],[-1.2304035   0.60166526  0.        ],[-1.0150526  0.8498519  0.       ],[-0.8842677  1.         0.       ],[0.4831116 0.9996251 0.       ],[-1.7157303  0.0345423 -1.       ],[-1.142123   0.7794635  0.       ],[1.010338  0.6206076 0.       ],[-0.6063674  1.         0.       ],[-0.48881397  0.997233    0.        ],[1.1191481  0.43397042 0.        ],[-1.0643052   0.79926896  0.        ],[-1.3844802   0.29303592  0.        ],[-0.72034246  1.          0.        ]
71,2,TCGA-E9-A2JS-01,[-1.3955554   0.22427589  0.        ],[2.6231542 0.        1.       ],[-1.1250247   0.80594873  0.        ],[0.6456598 1.        0.       ],[0.86686486 1.         0.        ],[-0.69503486  0.903408    0.        ],[-1.0040455  0.7389238  0.       ],[2.320331 0.       1.      ],[2.2732923 0.        1.       ],[-0.89006627  0.7130694   0.        ],[-0.97693986  0.704917    0.        ],[-0.8976463   0.77897304  0.        ],[0.95547926 1.         0.        ],[-1.8056734   0.01178455 -1.        ],[-1.080881   0.7807718  0.       ],[0.77372396 1.         0.        ],[0.64100885 1.         0.        ],[0.5220372 0.9982656 0.       ],[1.229112   0.36918592 0.        ],[-1.0391934   0.76274264  0.        ],[-1.5411448   0.09930348  0.        ],[0.88109404 1.         0.        ]
71,3,TCGA-AR-A2LK-01,[-0.7733721  1.         0.       ],[2.8495274 0.        1.       ],[-1.398182    0.40154868  0.        ],[-0.66629  1.       0.     ],[0.9653883 0.62495   0.       ],[-0.80504733  1.          0.        ],[-1.0651093   0.92961615  0.        ],[2.4848893 0.        1.       ],[2.2933283 0.        1.       ],[-1.2304035   0.60166526  0.        ],[-1.0150526  0.8498519  0.       ],[-0.8842677  1.         0.       ],[0.4831116 0.9996251 0.       ],[-1.7157303  0.0345423 -1.       ],[-1.142123   0.7794635  0.       ],[1.010338  0.6206076 0.       ],[-0.6063674  1.         0.       ],[-0.48881397  0.997233    0.        ],[1.1191481  0.43397042 0.        ],[-1.0643052   0.79926896  0.        ],[-1.3844802   0.29303592  0.        ],[-0.72034246  1.          0.        ]
72,2,TCGA-EW-A1J5-01,[-1.0873064  0.5965558  0.       ],[2.256293 0.       1.      ],[-1.3588178  0.5162962  0.       ],[-0.74051434  1.          0.        ],[0.5847164 0.9940922 0.       ],[-0.8039204  1.         0.       ],[-1.3363191   0.29346308  0.        ],[1.9059720e+00 3.6363638e-04 1.0000000e+00],[1.7529126e+00 1.5811449e-03 1.0000000e+00],[-1.049002    0.62138855  0.        ],[-1.110609  0.622001  0.      ],[-0.89252865  0.9007595   0.        ],[-0.49367535  0.9981185   0.        ],[-2.0179405   0.00217778 -1.        ],[-1.1831462  0.5189528  0.       ],[0.92533535 1.         0.        ],[0.90641093 0.9041362  0.        ],[-0.6362616  1.         0.       ],[1.3089118 0.1282852 0.       ],[-1.0153147  0.6335589  0.       ],[-1.3563713  0.3482513  0.       ],[0.9058961 0.7759743 0.       ]
72,3,TCGA-BH-A0B5-01,[-1.1234275   0.57935077  0.        ],[2.6149313 0.        1.       ],[-1.6999009  0.1266284  0.       ],[-0.6332949  1.         0.       ],[0.3409863 1.        0.       ],[-0.75388265  0.99987847  0.        ],[-1.2829009   0.48650873  0.        ],[2.0183394 0.        1.       ],[2.088138 0.       1.      ],[-1.2024624  0.5657342  0.       ],[-0.8910073  0.9439406  0.       ],[-0.8265827   0.93129903  0.        ],[-0.59003925  0.9860386   0.        ],[-1.4367946   0.41134018  0.        ],[-1.091497  0.577036  0.      ],[1.274179   0.15384197 0.        ],[0.8068343 1.        0.       ],[-0.8898503  0.86063    0.       ],[1.2112005  0.19066276 0.        ],[-1.3176354   0.54821813  0.        ],[-1.1823624  0.5206311  0.       ],[-0.8977684  1.         0.       ]
73,2,TCGA-EW-A6SC-01,[-0.79418945  1.          0.        ],[2.4975832 0.        1.       ],[-1.3767831  1.         0.       ],[0.7799773 0.8912796 0.       ],[-0.45374674  0.9986714   0.        ],[-0.6763991  1.         0.       ],[-1.1897748  0.6212779  0.       ],[2.0315266e+00 6.2500004e-04 1.0000000e+00],[1.9984590e+00 4.1666668e-04 1.0000000e+00],[-0.8489027  1.         0.       ],[1.010759  0.5356532 0.       ],[1.0064715  0.48673996 0.        ],[-0.5025383  1.         0.       ],[-1.2235422   0.70554656  0.        ],[-0.89823025  1.          0.        ],[1.2397405  0.28133532 0.        ],[1.1124072  0.41035408 0.        ],[-0.74091154  1.          0.        ],[-1.3597721  0.5586149  0.       ],[1.0476483  0.50899136 0.        ],[-1.0329707  0.9351406  0.       ],[1.1514902  0.39432558 0.        ]
73,3,TCGA-BH-A0B5-01,[-1.1234275   0.57935077  0.        ],[2.6149313 0.        1.       ],[-1.6999009  0.1266284  0.       ],[-0.6332949  1.         0.       ],[0.3409863 1.        0.       ],[-0.75388265  0.99987847  0.        ],[-1.2829009   0.48650873  0.        ],[2.0183394 0.        1.       ],[2.088138 0.       1.      ],[-1.2024624  0.5657342  0.       ],[-0.8910073  0.9439406  0.       ],[-0.8265827   0.93129903  0.        ],[-0.59003925  0.9860386   0.        ],[-1.4367946   0.41134018  0.        ],[-1.091497  0.577036  0.      ],[1.274179   0.15384197 0.        ],[0.8068343 1.        0.       ],[-0.8898503  0.86063    0.       ],[1.2112005  0.19066276 0.        ],[-1.3176354   0.54821813  0.        ],[-1.1823624  0.5206311  0.       ],[-0.8977684  1.         0.       ]
74,2,TCGA-AR-A1AT-01,[-1.4109714   0.13122743  0.        ],[2.6102858 0.        1.       ],[-1.4883581   0.07597272  0.        ],[nan  1. nan],[1.0695181  0.52200687 0.        ],[-0.5237226  0.974653   0.       ],[-1.1302332  0.5477542  0.       ],[2.174059 0.       1.      ],[2.246413 0.       1.      ],[-0.6859014  1.         0.       ],[-0.8944142   0.89982164  0.        ],[-0.52679497  1.          0.        ],[1.1871272  0.35661963 0.        ],[-1.2795044   0.27459326  0.        ],[-1.0578837  0.6912504  0.       ],[0.84357923 1.         0.        ],[0.7864143 0.9684619 0.       ],[0.69157267 0.94647956 0.        ],[-1.379958   0.1401851  0.       ],[-1.1844275   0.45628324  0.        ],[-1.0577046   0.61487997  0.        ],[-0.46643934  0.9203993   0.        ]
74,3,TCGA-BH-A0C1-01,[-0.8845746  1.         0.       ],[2.320304 0.       1.      ],[-1.130217  1.        0.      ],[-0.6670407  1.         0.       ],[1.0465413  0.43170136 0.        ],[-0.3190832  1.         0.       ],[-0.9444927  1.         0.       ],[2.1588788 0.        1.       ],[2.15842 0.      1.     ],[-0.8048106  1.         0.       ],[-0.73655176  1.          0.        ],[-0.5148206  1.         0.       ],[-0.43336865  1.          0.        ],[-1.6036031   0.13806123  0.        ],[-1.0874873  0.949543   0.       ],[0.8555146  0.75821173 0.        ],[-1.126539   0.9610621  0.       ],[-0.7299093  1.         0.       ],[-1.0079209  1.         0.       ],[-1.2268003  1.         0.       ],[-1.2035316  1.         0.       ],[1.0768675  0.45568496 0.        ]
75,2,TCGA-E2-A1LG-01,[-1.1670017   0.81103593  0.        ],[nan  1. nan],[-1.5055662  0.0547442  0.       ],[-0.4236715   0.93922967  0.        ],[-0.45520118  0.9953528   0.        ],[-0.57011557  1.          0.        ],[-0.98953635  0.78870636  0.        ],[1.9273256 0.        1.       ],[2.453172 0.       1.      ],[-1.0410557  0.693704   0.       ],[-1.0882276  0.6761216  0.       ],[-0.86247516  1.          0.        ],[1.8049759 0.0055371 1.       ],[-1.260073   0.5348068  0.       ],[-1.1372567  0.6637254  0.       ],[0.7382066  0.92015505 0.        ],[1.1377523 0.271214  0.       ],[-0.5590903  1.         0.       ],[-1.0646431  0.6819725  0.       ],[-1.1024234  0.7118753  0.       ],[-1.1630448  0.6662098  0.       ],[-0.5029017  1.         0.       ]
75,3,TCGA-BH-A0C1-01,[-0.8845746  1.         0.       ],[2.320304 0.       1.      ],[-1.130217  1.        0.      ],[-0.6670407  1.         0.       ],[1.0465413  0.43170136 0.        ],[-0.3190832  1.         0.       ],[-0.9444927  1.         0.       ],[2.1588788 0.        1.       ],[2.15842 0.      1.     ],[-0.8048106  1.         0.       ],[-0.73655176  1.          0.        ],[-0.5148206  1.         0.       ],[-0.43336865  1.          0.        ],[-1.6036031   0.13806123  0.        ],[-1.0874873  0.949543   0.       ],[0.8555146  0.75821173 0.        ],[-1.126539   0.9610621  0.       ],[-0.7299093  1.         0.       ],[-1.0079209  1.         0.       ],[-1.2268003  1.         0.       ],[-1.2035316  1.         0.       ],[1.0768675  0.45568496 0.        ]
76,2,TCGA-A8-A0A4-01,[0.6286792 1.        0.       ],[2.6654763 0.        1.       ],[-1.1309358  0.6738556  0.       ],[0.5118462 1.        0.       ],[0.9553391 1.        0.       ],[-1.1257186  0.5726153  0.       ],[-0.81048167  0.99593633  0.        ],[2.1814806 0.        1.       ],[2.05614 0.      1.     ],[-0.97002023  0.8015116   0.        ],[-1.2468688  1.         0.       ],[0.81369793 1.         0.        ],[0.40263447 1.         0.        ],[-1.2048408  1.         0.       ],[-0.6772801   0.97898066  0.        ],[1.0742745 0.6976857 0.       ],[-0.5034016  0.9914709  0.       ],[-0.7050186  1.         0.       ],[-1.2041748  0.8433002  0.       ],[1.2848989  0.26866338 0.        ],[-1.1650302  0.7413793  0.       ],[0.9534389 0.8677691 0.       ]
76,3,TCGA-BH-A0HP-01,[-0.6493558  1.         0.       ],[2.4931462 0.        1.       ],[-1.093299   0.6032419  0.       ],[0.56731415 0.9946498  0.        ],[0.65403795 1.         0.        ],[-1.073071   0.5692803  0.       ],[-0.78441644  0.92251664  0.        ],[1.5914419  0.02421441 1.        ],[1.8769897e+00 1.3164494e-03 1.0000000e+00],[-1.1915711  0.5697463  0.       ],[-0.86110985  0.86376745  0.        ],[0.83133984 1.         0.        ],[-1.2100524   0.65705657  0.        ],[-1.6379194   0.20656873  0.        ],[-0.91911525  0.82995725  0.        ],[0.90482193 1.         0.        ],[0.79511094 1.         0.        ],[-0.5004637   0.99556315  0.        ],[-1.2711407  0.6665591  0.       ],[-1.5773828   0.16493204  0.        ],[-1.1509372  0.5652003  0.       ],[0.8772212 1.        0.       ]
