TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
569,2,TCGA-AO-A03R-01,[0.7224896 0.992681  0.       ],[2.7129915 0.        1.       ],[-1.4919773   0.24759835  0.        ],[0.7720756 1.        0.       ],[1.0996412  0.67144907 0.        ],[-0.53314984  1.          0.        ],[-0.95286727  1.          0.        ],[2.2200398 0.        1.       ],[2.1524355 0.        1.       ],[0.56634384 0.9877447  0.        ],[-0.7038529  1.         0.       ],[-0.63504934  1.          0.        ],[1.8121486  0.00398175 1.        ],[-1.4457303   0.19558848  0.        ],[-1.3373455  0.3298546  0.       ],[0.8894961  0.89253306 0.        ],[1.0575435 0.6713965 0.       ],[-0.50843865  0.9779328   0.        ],[-0.74926704  1.          0.        ],[-1.1126924  0.7417632  0.       ],[-1.2635089   0.40051913  0.        ],[1.0036551 0.7081339 0.       ]
569,3,TCGA-EW-A1IZ-01,[-0.6607262  1.         0.       ],[2.493934 0.       1.      ],[-1.1015722  1.         0.       ],[0.53432155 0.9970288  0.        ],[-0.29424512  1.          0.        ],[-1.0351175   0.89907575  0.        ],[-1.0338992  0.7735468  0.       ],[1.9202142e+00 1.1261262e-03 1.0000000e+00],[1.9045076e+00 1.0510510e-03 1.0000000e+00],[0.9858067 0.7263256 0.       ],[-0.9739597  0.8184017  0.       ],[-0.69084126  1.          0.        ],[1.2342241  0.26568756 0.        ],[-1.558605   0.2518356  0.       ],[-1.4152408  0.3879021  0.       ],[0.7251449 1.        0.       ],[1.1114569  0.46769935 0.        ],[-0.4338365  1.         0.       ],[-0.9398653  0.8064443  0.       ],[-1.2124217  0.8704682  0.       ],[-1.0608168   0.98532534  0.        ],[0.8500803 0.993415  0.       ]
570,2,TCGA-LL-A7SZ-01,[0.68065965 1.         0.        ],[2.369414 0.       1.      ],[-1.4507037   0.44635883  0.        ],[0.93061584 1.         0.        ],[-0.72017336  1.          0.        ],[-1.1256616  0.7878254  0.       ],[-1.2043045  0.8719897  0.       ],[1.637571   0.02139498 1.        ],[2.0808117 0.        1.       ],[0.8430388 1.        0.       ],[-0.9859191  0.9847519  0.       ],[-0.8268231  1.         0.       ],[1.737742   0.01013584 1.        ],[-1.1492317  0.8813861  0.       ],[-1.4365308  0.2488689  0.       ],[0.52849597 0.9957928  0.        ],[-0.47431624  0.9900347   0.        ],[0.7686337 1.        0.       ],[-0.7515381  1.         0.       ],[-0.95956427  0.929991    0.        ],[-1.0839463  0.7941683  0.       ],[-0.6261494  1.         0.       ]
570,3,TCGA-EW-A1IZ-01,[-0.6607262  1.         0.       ],[2.493934 0.       1.      ],[-1.1015722  1.         0.       ],[0.53432155 0.9970288  0.        ],[-0.29424512  1.          0.        ],[-1.0351175   0.89907575  0.        ],[-1.0338992  0.7735468  0.       ],[1.9202142e+00 1.1261262e-03 1.0000000e+00],[1.9045076e+00 1.0510510e-03 1.0000000e+00],[0.9858067 0.7263256 0.       ],[-0.9739597  0.8184017  0.       ],[-0.69084126  1.          0.        ],[1.2342241  0.26568756 0.        ],[-1.558605   0.2518356  0.       ],[-1.4152408  0.3879021  0.       ],[0.7251449 1.        0.       ],[1.1114569  0.46769935 0.        ],[-0.4338365  1.         0.       ],[-0.9398653  0.8064443  0.       ],[-1.2124217  0.8704682  0.       ],[-1.0608168   0.98532534  0.        ],[0.8500803 0.993415  0.       ]
571,1,TCGA-BH-A5J0-01,[-0.49454919  0.9872209   0.        ],[1.8304791  0.00235929 1.        ],[-1.0871936  1.         0.       ],[0.63557225 0.973134   0.        ],[-0.6999093  1.         0.       ],[-1.2320567   0.92681307  0.        ],[-0.9937201  1.         0.       ],[1.2669947  0.30467656 0.        ],[1.9364381 0.        1.       ],[-0.52813065  1.          0.        ],[-0.83583856  1.          0.        ],[0.7210724 1.        0.       ],[1.151232   0.41916966 0.        ],[-0.95558715  1.          0.        ],[-0.9533319  1.         0.       ],[-0.4953571  1.         0.       ],[1.0623254 0.5340684 0.       ],[0.6858606 1.        0.       ],[-0.9240289  1.         0.       ],[-1.2395102  1.         0.       ],[-1.3040774  1.         0.       ],[-0.67271334  1.          0.        ]
571,2,TCGA-LL-A5YN-01,[-0.49268016  1.          0.        ],[1.774752   0.00720023 1.        ],[-0.92782104  1.          0.        ],[0.58300966 0.9905295  0.        ],[-0.78608114  0.9970287   0.        ],[-1.2237706  0.6682754  0.       ],[-0.9407983  1.         0.       ],[1.1681637  0.54144514 0.        ],[1.8632517  0.00468541 1.        ],[0.72083074 1.         0.        ],[-0.747071    0.96403193  0.        ],[-0.8080446  1.         0.       ],[0.94622236 1.         0.        ],[-1.368727   0.3440397  0.       ],[-1.411393    0.37398446  0.        ],[-0.3844903   0.99930817  0.        ],[0.7814421 1.        0.       ],[0.6982044 1.        0.       ],[-0.8620206  1.         0.       ],[-1.4168202  0.7245119  0.       ],[-1.2077565  0.5797825  0.       ],[-0.8726147  1.         0.       ]
571,3,TCGA-EW-A1IZ-01,[-0.6607262  1.         0.       ],[2.493934 0.       1.      ],[-1.1015722  1.         0.       ],[0.53432155 0.9970288  0.        ],[-0.29424512  1.          0.        ],[-1.0351175   0.89907575  0.        ],[-1.0338992  0.7735468  0.       ],[1.9202142e+00 1.1261262e-03 1.0000000e+00],[1.9045076e+00 1.0510510e-03 1.0000000e+00],[0.9858067 0.7263256 0.       ],[-0.9739597  0.8184017  0.       ],[-0.69084126  1.          0.        ],[1.2342241  0.26568756 0.        ],[-1.558605   0.2518356  0.       ],[-1.4152408  0.3879021  0.       ],[0.7251449 1.        0.       ],[1.1114569  0.46769935 0.        ],[-0.4338365  1.         0.       ],[-0.9398653  0.8064443  0.       ],[-1.2124217  0.8704682  0.       ],[-1.0608168   0.98532534  0.        ],[0.8500803 0.993415  0.       ]
572,1,TCGA-OL-A66L-01,[0.7367026 1.        0.       ],[0.9834713 1.        0.       ],[-0.9135409  1.         0.       ],[0.58582044 1.         0.        ],[-0.97877717  1.          0.        ],[-1.1609145  1.         0.       ],[-0.9419397  1.         0.       ],[0.7991166 1.        0.       ],[1.5642824  0.12990125 0.        ],[0.7119036 1.        0.       ],[-0.5617793  1.         0.       ],[-0.64745235  1.          0.        ],[1.4700475  0.12542167 0.        ],[1.1199641  0.75962985 0.        ],[-1.2763629  1.         0.       ],[-0.5791625  1.         0.       ],[-0.44259033  0.9967357   0.        ],[0.5234984 0.997064  0.       ],[-0.9633596  1.         0.       ],[-1.0925087  1.         0.       ],[-0.77330554  1.          0.        ],[-0.76050246  1.          0.        ]
572,2,TCGA-LL-A5YN-01,[-0.49268016  1.          0.        ],[1.774752   0.00720023 1.        ],[-0.92782104  1.          0.        ],[0.58300966 0.9905295  0.        ],[-0.78608114  0.9970287   0.        ],[-1.2237706  0.6682754  0.       ],[-0.9407983  1.         0.       ],[1.1681637  0.54144514 0.        ],[1.8632517  0.00468541 1.        ],[0.72083074 1.         0.        ],[-0.747071    0.96403193  0.        ],[-0.8080446  1.         0.       ],[0.94622236 1.         0.        ],[-1.368727   0.3440397  0.       ],[-1.411393    0.37398446  0.        ],[-0.3844903   0.99930817  0.        ],[0.7814421 1.        0.       ],[0.6982044 1.        0.       ],[-0.8620206  1.         0.       ],[-1.4168202  0.7245119  0.       ],[-1.2077565  0.5797825  0.       ],[-0.8726147  1.         0.       ]
572,3,TCGA-EW-A1IZ-01,[-0.6607262  1.         0.       ],[2.493934 0.       1.      ],[-1.1015722  1.         0.       ],[0.53432155 0.9970288  0.        ],[-0.29424512  1.          0.        ],[-1.0351175   0.89907575  0.        ],[-1.0338992  0.7735468  0.       ],[1.9202142e+00 1.1261262e-03 1.0000000e+00],[1.9045076e+00 1.0510510e-03 1.0000000e+00],[0.9858067 0.7263256 0.       ],[-0.9739597  0.8184017  0.       ],[-0.69084126  1.          0.        ],[1.2342241  0.26568756 0.        ],[-1.558605   0.2518356  0.       ],[-1.4152408  0.3879021  0.       ],[0.7251449 1.        0.       ],[1.1114569  0.46769935 0.        ],[-0.4338365  1.         0.       ],[-0.9398653  0.8064443  0.       ],[-1.2124217  0.8704682  0.       ],[-1.0608168   0.98532534  0.        ],[0.8500803 0.993415  0.       ]
573,2,TCGA-A2-A0D0-01,[-0.56333464  0.8999969   0.        ],[3.2667403 0.        1.       ],[-1.0203937  0.7881342  0.       ],[nan  1. nan],[1.2583463  0.16368455 0.        ],[-0.6841615  1.         0.       ],[-1.080139   0.6568555  0.       ],[2.3508842 0.        1.       ],[2.7925353 0.        1.       ],[-1.3708884   0.12281461  0.        ],[-0.91797096  1.          0.        ],[-0.75699914  1.          0.        ],[2.3479908 0.        1.       ],[-1.447749   0.0661457  0.       ],[-1.2741129   0.25496763  0.        ],[1.0356834 0.3818754 0.       ],[-0.6511855  1.         0.       ],[-0.56761193  0.9678808   0.        ],[1.4937731  0.03817098 1.        ],[-1.1672057   0.49361813  0.        ],[-1.1021508  0.6670316  0.       ],[1.1190548 0.3048376 0.       ]
573,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
574,2,TCGA-A2-A0D2-01,[0.79098046 0.851205   0.        ],[3.2203941 0.        1.       ],[-0.6089917  1.         0.       ],[1.2135432 0.2918036 0.       ],[1.0594183  0.47241098 0.        ],[-0.51215756  1.          0.        ],[-0.9308224  1.         0.       ],[2.3154323 0.        1.       ],[2.509657 0.       1.      ],[-0.78642493  1.          0.        ],[-0.45573822  0.9976042   0.        ],[-0.7442627  1.         0.       ],[1.97596 0.      1.     ],[-1.4870112   0.28178144  0.        ],[-1.3987299   0.15718776  0.        ],[-0.86066264  1.          0.        ],[0.9666816 0.5579763 0.       ],[-0.9148645  1.         0.       ],[1.1534578  0.35034046 0.        ],[-1.4231987   0.17139459  0.        ],[-1.4609487   0.18182065  0.        ],[1.0216529  0.49968523 0.        ]
574,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
575,2,TCGA-A2-A0YE-01,[-0.67518044  1.          0.        ],[2.601147 0.       1.      ],[-0.7614031  1.         0.       ],[1.0537792  0.60165113 0.        ],[0.6616339 0.9756858 0.       ],[-0.46797115  0.9960852   0.        ],[-0.7444891  1.         0.       ],[2.2518759 0.        1.       ],[2.2896836 0.        1.       ],[-1.100888    0.83725107  0.        ],[-0.63785696  1.          0.        ],[-0.84440476  1.          0.        ],[0.9075584 0.7314533 0.       ],[-1.336654  1.        0.      ],[-1.230817    0.60059965  0.        ],[-0.8963478  1.         0.       ],[-0.63477206  1.          0.        ],[-1.1207137  0.9166712  0.       ],[-0.84146744  1.          0.        ],[-1.3012246   0.72918403  0.        ],[-1.2661391  0.6398379  0.       ],[0.93827385 0.8053376  0.        ]
575,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
576,2,TCGA-A8-A07O-01,[0.8953557  0.76058364 0.        ],[2.8247004 0.        1.       ],[-1.2198602   0.30165637  0.        ],[nan  1. nan],[0.9379591 0.7407592 0.       ],[0.3330219 1.        0.       ],[-1.1275644   0.41768432  0.        ],[2.4879932 0.        1.       ],[2.6512632 0.        1.       ],[-1.4510643   0.08440049  0.        ],[-0.83993685  0.92573583  0.        ],[-0.8118322  0.8782239  0.       ],[1.5455759  0.02847421 1.        ],[-1.4614904   0.11410672  0.        ],[-1.226491   0.3458233  0.       ],[1.3175833  0.09903295 0.        ],[1.3589118  0.08767908 0.        ],[-0.5615193   0.97301775  0.        ],[-1.1559904   0.40117162  0.        ],[-0.914474    0.88682944  0.        ],[-1.2880143   0.27078512  0.        ],[-0.49089172  0.91443664  0.        ]
576,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
577,2,TCGA-AC-A62X-01,[1.1786047  0.23901054 0.        ],[nan  1. nan],[-1.1285616   0.62775636  0.        ],[nan  1. nan],[1.3364894  0.12896825 0.        ],[0.6346709  0.98185945 0.        ],[-0.8191127  1.         0.       ],[2.6100147 0.        1.       ],[2.6475925 0.        1.       ],[-0.87522787  1.          0.        ],[-0.7973915  1.         0.       ],[-0.73103565  1.          0.        ],[-0.49402848  0.9217566   0.        ],[-1.4266739   0.06479943  0.        ],[-1.2313615  0.4090213  0.       ],[-1.1229873   0.55755025  0.        ],[-0.7134007  0.9784819  0.       ],[-0.26164868  0.88231283  0.        ],[-0.7277289  1.         0.       ],[-1.1764665   0.52376777  0.        ],[-1.0459667  0.7963996  0.       ],[-0.5008342   0.98204863  0.        ]
577,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
578,2,TCGA-AC-A6IW-01,[-0.5934437  1.         0.       ],[2.6529865 0.        1.       ],[-1.6753432   0.04801905 -1.        ],[0.58591306 1.         0.        ],[0.57105917 0.99461484 0.        ],[-1.1499996  0.5333801  0.       ],[-1.0429062  0.7106973  0.       ],[2.1229644 0.        1.       ],[2.184529 0.       1.      ],[-0.4880219  0.9960669  0.       ],[-1.1588153  0.6163469  0.       ],[-0.86638606  0.8265996   0.        ],[2.088676 0.       1.      ],[-1.6582376  0.0304616 -1.       ],[-1.3125623  0.4193481  0.       ],[-0.95340216  0.744754    0.        ],[1.2995331 0.1659729 0.       ],[0.57384014 1.         0.        ],[1.0667449 0.5360268 0.       ],[-1.0075767   0.70628816  0.        ],[-1.310778    0.31754342  0.        ],[0.71682286 1.         0.        ]
578,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
579,2,TCGA-AN-A0AT-01,[0.85366404 0.96955484 0.        ],[3.0596583 0.        1.       ],[-1.090779    0.68889534  0.        ],[1.0182872 0.6106393 0.       ],[0.64196867 0.980937   0.        ],[-0.73573154  0.8605946   0.        ],[-0.9927762  0.8618363  0.       ],[2.2503498 0.        1.       ],[2.3024514 0.        1.       ],[-1.1555758  0.6067207  0.       ],[-0.95210356  0.7562323   0.        ],[-0.97314596  0.80082345  0.        ],[1.8011822e+00 6.7060086e-04 1.0000000e+00],[-1.6258346   0.07372566  0.        ],[-1.3951976   0.31241816  0.        ],[-0.8504224  0.8669321  0.       ],[0.6943679 1.        0.       ],[-0.7434705  0.9310148  0.       ],[1.4668876  0.06037197 0.        ],[-1.3065376   0.39729816  0.        ],[-1.2457894  0.449423   0.       ],[1.100967  0.4460874 0.       ]
579,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
580,2,TCGA-AN-A0XU-01,[-0.50679564  0.9953338   0.        ],[2.4775639 0.        1.       ],[-1.2925864  0.5309608  0.       ],[1.0350828 0.6872788 0.       ],[0.62588596 0.9843389  0.        ],[-0.71889186  1.          0.        ],[-1.3080984  0.7251341  0.       ],[2.0156376 0.        1.       ],[2.3156497 0.        1.       ],[-1.2328652   0.44822812  0.        ],[-0.797871  1.        0.      ],[-0.9035145   0.89916414  0.        ],[1.20742    0.31959522 0.        ],[-1.4218851   0.67148596  0.        ],[-0.9847222   0.92909354  0.        ],[0.91526306 0.9757203  0.        ],[0.76864576 1.         0.        ],[-0.70189834  0.9692506   0.        ],[-0.9208405  0.9687279  0.       ],[-1.2596313   0.48524675  0.        ],[-1.0310556   0.92710656  0.        ],[0.76419824 1.         0.        ]
580,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
581,2,TCGA-AO-A0J6-01,[0.8714877 0.7019943 0.       ],[nan  1. nan],[-1.2904104  0.1539779  0.       ],[nan  1. nan],[-0.45556095  0.8092712   0.        ],[-0.47634578  0.86105704  0.        ],[-1.1018008   0.41096652  0.        ],[2.2881937 0.        1.       ],[2.3702664 0.        1.       ],[-1.3782114   0.09461793  0.        ],[-0.921527   0.7785408  0.       ],[-0.8518706   0.76618266  0.        ],[1.4850812  0.06239316 0.        ],[-1.6544908e+00  1.5272185e-03 -1.0000000e+00],[-1.3346035   0.12052599  0.        ],[1.1940049  0.19367523 0.        ],[1.282023   0.12863247 0.        ],[-0.72065735  0.8323459   0.        ],[-0.9154159  0.7252285  0.       ],[-1.1081012   0.44042194  0.        ],[-1.174491   0.3214166  0.       ],[nan  1. nan]
581,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
582,2,TCGA-AR-A0TU-01,[0.959691   0.63720554 0.        ],[nan  1. nan],[-1.2215543  0.3568878  0.       ],[nan  1. nan],[0.7570837  0.88088083 0.        ],[-0.6157366   0.88197815  0.        ],[-0.9176759   0.73515123  0.        ],[2.3132148 0.        1.       ],[2.7919164 0.        1.       ],[-0.8468406   0.78344524  0.        ],[-0.95956105  0.8758046   0.        ],[-0.91790265  0.8014253   0.        ],[1.4166533  0.08653086 0.        ],[-1.5539674   0.00879688 -1.        ],[-1.0451907  0.8004056  0.       ],[1.1230123  0.36022678 0.        ],[1.5124106  0.06460971 0.        ],[-0.9355072   0.84387654  0.        ],[-1.0361943  0.7306083  0.       ],[-1.4956194   0.02248129 -1.        ],[-1.1686567   0.44118074  0.        ],[-0.42276505  0.86349267  0.        ]
582,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
583,2,TCGA-AR-A256-01,[-0.5849774  0.8973761  0.       ],[2.234076 0.       1.      ],[-1.282282   0.3282105  0.       ],[nan  1. nan],[-0.46587065  0.8633863   0.        ],[0.5379476 0.9982222 0.       ],[-1.0224657   0.75955606  0.        ],[2.2368495 0.        1.       ],[2.4492211 0.        1.       ],[-0.8151551  0.9346032  0.       ],[-0.669257    0.92361355  0.        ],[-0.8488177   0.97548467  0.        ],[1.0516641 0.5924332 0.       ],[-1.6002759  0.0152727 -1.       ],[-1.280073    0.26671472  0.        ],[0.74045706 1.         0.        ],[0.7316268 1.        0.       ],[-0.87803715  1.          0.        ],[-0.7472546   0.93314135  0.        ],[-1.2346866   0.31155708  0.        ],[-1.0946978  0.6224278  0.       ],[nan  1. nan]
583,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
584,2,TCGA-BH-A18T-01,[0.65159655 0.9835718  0.        ],[nan  1. nan],[-1.020301    0.62890595  0.        ],[nan  1. nan],[1.2405111  0.19162689 0.        ],[-0.5498048   0.90399045  0.        ],[-1.0865576  0.5897148  0.       ],[2.3694587 0.        1.       ],[2.6058054 0.        1.       ],[-0.6648003  0.9297004  0.       ],[-0.9265062  0.7778817  0.       ],[-1.0711664  0.55919    0.       ],[1.9199715e+00 1.4131778e-03 1.0000000e+00],[-1.6736368   0.00282251 -1.        ],[-1.2679305   0.20472308  0.        ],[0.97103417 0.5897494  0.        ],[1.1676067 0.2356474 0.       ],[-0.7572916  0.9448973  0.       ],[1.6859672  0.01165872 1.        ],[-1.4468414   0.05627411  0.        ],[-1.3341743   0.13712583  0.        ],[-0.461379   0.8538705  0.       ]
584,3,TCGA-EW-A1P8-01,[-0.5583332  1.         0.       ],[3.088803 0.       1.      ],[-0.9484253  1.         0.       ],[0.9090788 1.        0.       ],[0.8691273  0.98295045 0.        ],[-0.4792893   0.99645877  0.        ],[-0.96180874  1.          0.        ],[2.397951 0.       1.      ],[2.293133 0.       1.      ],[-0.67865294  1.          0.        ],[-0.8346222  1.         0.       ],[-0.85094684  1.          0.        ],[-0.83909374  1.          0.        ],[-1.4670192   0.21422926  0.        ],[-1.4053057   0.23700276  0.        ],[0.7013342 0.943733  0.       ],[-0.61183804  1.          0.        ],[-0.5873423  1.         0.       ],[1.8692702  0.00287666 1.        ],[-1.4689616  0.4148286  0.       ],[-1.3677493  0.2388957  0.       ],[0.86146635 0.8580631  0.        ]
